المحصول,المحافظة,نوع_التربة,طريقة_الري,جودة_البذور,نوع_السماد,كمية_السماد_بالكغم,الحرارة,الرطوبة,الإنتاج_بالدونم
ذرة,بغداد,طينية,سيحي/غمر,عادية,عضوي,112.0,26.7,74.3,1118.0
خضراوات,واسط,رملية,تنقيط,محسنة,عضوي,102.0,38.2,68.8,2510.0
شعير,النجف,رملية,رش محوري,محسنة,عضوي,60.0,24.9,51.8,1337.0
شعير,ديالى,مختلطة,تنقيط,محسنة,داب (DAP),88.0,25.6,46.7,1857.0
فواكه,بابل,طينية,رش محوري,محسنة,مركب (NPK),87.0,26.6,65.3,3154.0
شعير,النجف,مختلطة,تنقيط,محسنة,داب (DAP),81.0,44.4,56.2,1569.0
خضراوات,ديالى,مختلطة,تنقيط,عادية,مركب (NPK),27.0,39.9,39.8,1530.0
فواكه,الموصل,مختلطة,تنقيط,عادية,عضوي,80.0,33.5,66.3,2380.0
حنطة,واسط,طينية,سيحي/غمر,محسنة,يوريا (N),102.0,39.4,58.1,1338.0
خضراوات,ميسان,مختلطة,تنقيط,محسنة,مركب (NPK),48.0,36.2,68.3,2515.0
تمور,النجف,مختلطة,تنقيط,محسنة,عضوي,84.0,34.7,59.3,1630.0
خضراوات,البصرة,رملية,رش محوري,عادية,يوريا (N),76.0,23.7,38.2,2533.0
رز,بابل,طينية,سيحي/غمر,محسنة,داب (DAP),32.0,27.6,44.3,1488.0
شعير,الأنبار,مختلطة,رش محوري,عادية,داب (DAP),104.0,20.2,40.7,1532.0
فواكه,البصرة,طينية,رش محوري,عادية,مركب (NPK),90.0,31.6,50.3,2151.0
رز,واسط,مختلطة,سيحي/غمر,محسنة,مركب (NPK),55.0,41.9,35.9,934.0
ذرة,بغداد,مختلطة,رش محوري,عادية,داب (DAP),76.0,23.4,48.2,1200.0
حنطة,الأنبار,مختلطة,تنقيط,عادية,داب (DAP),92.0,18.3,37.8,1234.0
ذرة,كربلاء,مختلطة,سيحي/غمر,محسنة,مركب (NPK),117.0,29.1,55.2,1477.0
حنطة,ديالى,طينية,سيحي/غمر,محسنة,مركب (NPK),74.0,32.6,78.8,1100.0
ذرة,الموصل,مختلطة,سيحي/غمر,عادية,داب (DAP),41.0,44.8,53.5,1131.0
شعير,بغداد,مختلطة,تنقيط,محسنة,داب (DAP),78.0,29.8,46.7,1403.0
خضراوات,النجف,رملية,رش محوري,محسنة,داب (DAP),111.0,41.9,25.6,2146.0
ذرة,بابل,مختلطة,سيحي/غمر,عادية,داب (DAP),86.0,26.9,26.9,1623.0
خضراوات,الموصل,رملية,تنقيط,عادية,داب (DAP),46.0,22.6,48.5,1899.0
ذرة,واسط,طينية,سيحي/غمر,محسنة,يوريا (N),62.0,36.8,60.4,965.0
ذرة,الموصل,طينية,سيحي/غمر,عادية,عضوي,42.0,40.0,58.5,988.0
فواكه,كربلاء,رملية,رش محوري,محسنة,عضوي,22.0,31.9,51.0,2485.0
خضراوات,ميسان,طينية,تنقيط,عادية,يوريا (N),78.0,29.5,37.3,3940.0
حنطة,واسط,مختلطة,سيحي/غمر,محسنة,يوريا (N),87.0,34.3,72.4,1268.0
حنطة,بابل,طينية,تنقيط,عادية,داب (DAP),37.0,15.1,49.3,1356.0
شعير,النجف,طينية,تنقيط,عادية,داب (DAP),96.0,33.2,61.7,1458.0
تمور,كربلاء,طينية,سيحي/غمر,عادية,يوريا (N),20.0,37.9,70.0,1279.0
فواكه,بغداد,مختلطة,رش محوري,محسنة,داب (DAP),114.0,38.0,69.8,2193.0
خضراوات,بابل,رملية,تنقيط,عادية,عضوي,110.0,27.6,51.6,2852.0
رز,البصرة,طينية,سيحي/غمر,عادية,مركب (NPK),82.0,20.4,74.9,1093.0
تمور,النجف,طينية,سيحي/غمر,عادية,مركب (NPK),88.0,16.9,60.4,1526.0
ذرة,النجف,مختلطة,سيحي/غمر,محسنة,عضوي,59.0,37.8,25.4,836.0
تمور,ديالى,رملية,تنقيط,عادية,مركب (NPK),33.0,34.7,79.9,1401.0
حنطة,كربلاء,طينية,تنقيط,عادية,عضوي,27.0,38.6,32.0,608.0
فواكه,الموصل,مختلطة,رش محوري,محسنة,يوريا (N),117.0,37.9,72.8,2632.0
حنطة,بابل,رملية,رش محوري,عادية,يوريا (N),39.0,29.8,78.2,667.0
تمور,ميسان,رملية,رش محوري,عادية,يوريا (N),35.0,21.2,24.4,1505.0
تمور,كربلاء,رملية,سيحي/غمر,عادية,مركب (NPK),24.0,41.2,37.0,975.0
خضراوات,البصرة,طينية,سيحي/غمر,عادية,داب (DAP),110.0,33.8,23.7,1785.0
ذرة,بابل,مختلطة,رش محوري,عادية,مركب (NPK),41.0,43.6,67.7,571.0
خضراوات,البصرة,مختلطة,تنقيط,محسنة,مركب (NPK),76.0,43.3,60.2,2123.0
شعير,النجف,طينية,سيحي/غمر,عادية,مركب (NPK),112.0,26.8,68.9,1106.0
رز,الأنبار,رملية,سيحي/غمر,عادية,مركب (NPK),84.0,42.3,53.4,764.0
رز,بابل,طينية,تنقيط,عادية,يوريا (N),52.0,25.1,34.3,1198.0
حنطة,واسط,طينية,تنقيط,محسنة,عضوي,67.0,15.5,79.3,1027.0
حنطة,البصرة,مختلطة,تنقيط,عادية,يوريا (N),30.0,17.5,44.5,518.0
ذرة,بغداد,طينية,تنقيط,محسنة,يوريا (N),54.0,41.6,34.8,883.0
فواكه,واسط,طينية,سيحي/غمر,محسنة,داب (DAP),66.0,42.8,24.3,2217.0
شعير,واسط,مختلطة,رش محوري,عادية,مركب (NPK),29.0,40.3,29.3,542.0
رز,الأنبار,طينية,رش محوري,عادية,يوريا (N),87.0,39.5,35.2,1004.0
خضراوات,ميسان,طينية,رش محوري,محسنة,يوريا (N),46.0,37.8,73.3,3299.0
شعير,ميسان,رملية,رش محوري,عادية,يوريا (N),33.0,19.1,68.1,1166.0
ذرة,واسط,طينية,تنقيط,محسنة,داب (DAP),42.0,28.1,48.4,838.0
شعير,بغداد,مختلطة,سيحي/غمر,محسنة,داب (DAP),113.0,36.8,45.7,1687.0
رز,بغداد,طينية,سيحي/غمر,محسنة,مركب (NPK),91.0,22.6,25.0,1865.0
رز,ميسان,طينية,تنقيط,محسنة,داب (DAP),42.0,38.3,58.6,851.0
شعير,ميسان,مختلطة,تنقيط,عادية,مركب (NPK),113.0,39.0,43.6,1427.0
ذرة,البصرة,رملية,تنقيط,محسنة,عضوي,53.0,26.6,44.6,1327.0
فواكه,الموصل,رملية,تنقيط,محسنة,داب (DAP),40.0,22.1,25.1,2494.0
تمور,بغداد,رملية,رش محوري,محسنة,يوريا (N),39.0,41.3,64.7,789.0
حنطة,كربلاء,رملية,تنقيط,عادية,عضوي,52.0,21.3,31.0,1578.0
شعير,الأنبار,مختلطة,رش محوري,محسنة,مركب (NPK),61.0,20.0,65.2,1216.0
ذرة,النجف,مختلطة,تنقيط,عادية,يوريا (N),116.0,43.3,76.0,751.0
ذرة,ديالى,مختلطة,رش محوري,محسنة,يوريا (N),100.0,34.3,54.0,1321.0
رز,ميسان,رملية,رش محوري,عادية,داب (DAP),72.0,16.7,70.6,857.0
رز,ديالى,رملية,تنقيط,محسنة,داب (DAP),80.0,42.3,44.3,1174.0
ذرة,بابل,طينية,سيحي/غمر,محسنة,داب (DAP),105.0,41.9,53.2,1194.0
ذرة,النجف,مختلطة,سيحي/غمر,عادية,مركب (NPK),31.0,20.4,53.7,1102.0
حنطة,ديالى,مختلطة,سيحي/غمر,عادية,يوريا (N),77.0,19.4,25.8,822.0
فواكه,كربلاء,طينية,تنقيط,محسنة,يوريا (N),98.0,25.1,75.4,2817.0
رز,واسط,مختلطة,رش محوري,عادية,مركب (NPK),114.0,15.0,27.0,845.0
تمور,ديالى,مختلطة,سيحي/غمر,عادية,مركب (NPK),60.0,39.6,44.6,1936.0
ذرة,واسط,مختلطة,سيحي/غمر,محسنة,عضوي,60.0,18.0,29.0,1181.0
فواكه,ميسان,مختلطة,تنقيط,محسنة,مركب (NPK),92.0,41.2,50.6,1848.0
تمور,الموصل,مختلطة,رش محوري,عادية,يوريا (N),85.0,38.0,50.2,2294.0
فواكه,بابل,طينية,رش محوري,محسنة,عضوي,91.0,24.1,37.7,2565.0
خضراوات,الأنبار,رملية,تنقيط,محسنة,عضوي,65.0,18.6,47.5,2791.0
فواكه,النجف,طينية,سيحي/غمر,محسنة,داب (DAP),95.0,33.9,34.6,2445.0
فواكه,الأنبار,رملية,رش محوري,محسنة,عضوي,79.0,41.4,24.5,2017.0
تمور,بابل,طينية,سيحي/غمر,محسنة,داب (DAP),52.0,30.6,63.5,1631.0
رز,بابل,مختلطة,تنقيط,محسنة,عضوي,94.0,23.2,55.2,1299.0
شعير,كربلاء,طينية,تنقيط,عادية,يوريا (N),76.0,16.0,42.7,881.0
فواكه,ديالى,طينية,سيحي/غمر,محسنة,يوريا (N),26.0,17.5,39.9,1442.0
ذرة,البصرة,مختلطة,تنقيط,عادية,داب (DAP),53.0,29.0,42.2,1179.0
فواكه,ديالى,مختلطة,تنقيط,عادية,يوريا (N),29.0,29.4,44.2,2161.0
خضراوات,ديالى,طينية,رش محوري,محسنة,عضوي,23.0,15.9,78.8,1546.0
شعير,ديالى,طينية,سيحي/غمر,عادية,يوريا (N),31.0,43.9,46.7,485.0
تمور,ديالى,رملية,سيحي/غمر,محسنة,مركب (NPK),119.0,36.6,39.1,2008.0
شعير,البصرة,رملية,تنقيط,محسنة,داب (DAP),119.0,42.2,37.0,1011.0
رز,بابل,رملية,سيحي/غمر,محسنة,عضوي,112.0,43.1,77.6,645.0
خضراوات,البصرة,رملية,سيحي/غمر,محسنة,يوريا (N),116.0,27.0,41.0,2100.0
شعير,ديالى,طينية,رش محوري,عادية,مركب (NPK),27.0,16.4,34.5,562.0
تمور,بابل,مختلطة,تنقيط,محسنة,يوريا (N),55.0,24.8,38.4,2536.0
رز,البصرة,رملية,تنقيط,عادية,عضوي,54.0,19.0,59.9,1264.0
فواكه,البصرة,رملية,سيحي/غمر,محسنة,يوريا (N),42.0,23.1,73.0,1785.0
ذرة,كربلاء,مختلطة,سيحي/غمر,محسنة,يوريا (N),75.0,23.9,39.9,979.0
رز,البصرة,طينية,سيحي/غمر,عادية,يوريا (N),93.0,27.4,35.6,1163.0
شعير,ديالى,طينية,سيحي/غمر,عادية,مركب (NPK),60.0,30.2,75.1,1368.0
رز,واسط,رملية,سيحي/غمر,محسنة,يوريا (N),73.0,45.0,71.1,584.0
تمور,الموصل,رملية,سيحي/غمر,محسنة,مركب (NPK),30.0,42.6,25.2,775.0
شعير,النجف,رملية,سيحي/غمر,عادية,يوريا (N),98.0,38.2,75.4,629.0
تمور,بابل,مختلطة,تنقيط,عادية,عضوي,32.0,16.2,77.0,1228.0
ذرة,البصرة,مختلطة,رش محوري,عادية,داب (DAP),100.0,40.5,44.7,1336.0
تمور,ميسان,مختلطة,تنقيط,محسنة,داب (DAP),110.0,42.6,48.6,1904.0
رز,الأنبار,رملية,سيحي/غمر,عادية,عضوي,61.0,34.6,51.5,1326.0
رز,كربلاء,رملية,تنقيط,عادية,مركب (NPK),23.0,17.6,46.5,652.0
رز,النجف,طينية,سيحي/غمر,عادية,عضوي,86.0,28.4,72.4,1914.0
فواكه,ميسان,رملية,رش محوري,عادية,عضوي,63.0,31.1,65.1,2865.0
رز,ميسان,رملية,تنقيط,محسنة,عضوي,96.0,21.4,54.2,1283.0
رز,الأنبار,رملية,تنقيط,محسنة,يوريا (N),30.0,43.5,63.4,835.0
ذرة,الأنبار,مختلطة,سيحي/غمر,عادية,عضوي,79.0,20.8,69.7,814.0
شعير,بابل,طينية,تنقيط,عادية,يوريا (N),109.0,28.3,20.5,1399.0
حنطة,كربلاء,رملية,سيحي/غمر,عادية,عضوي,23.0,19.9,70.4,688.0
شعير,بابل,طينية,سيحي/غمر,محسنة,داب (DAP),46.0,25.3,59.9,1373.0
ذرة,بابل,طينية,سيحي/غمر,عادية,داب (DAP),29.0,23.1,25.5,635.0
رز,النجف,طينية,سيحي/غمر,عادية,يوريا (N),53.0,29.3,50.6,1310.0
فواكه,الأنبار,مختلطة,تنقيط,عادية,داب (DAP),24.0,30.3,20.5,2472.0
خضراوات,النجف,طينية,رش محوري,عادية,يوريا (N),54.0,16.9,50.7,2276.0
تمور,ميسان,طينية,سيحي/غمر,محسنة,عضوي,104.0,28.0,73.1,2475.0
خضراوات,بغداد,طينية,تنقيط,محسنة,عضوي,54.0,26.0,40.2,2018.0
ذرة,الموصل,مختلطة,سيحي/غمر,عادية,مركب (NPK),89.0,40.3,71.5,715.0
ذرة,ديالى,رملية,رش محوري,محسنة,يوريا (N),71.0,24.4,79.9,1043.0
رز,بغداد,مختلطة,رش محوري,عادية,يوريا (N),46.0,24.4,78.9,1067.0
ذرة,النجف,طينية,تنقيط,عادية,مركب (NPK),88.0,22.4,36.5,1059.0
تمور,بغداد,مختلطة,تنقيط,عادية,عضوي,72.0,32.9,73.0,1351.0
خضراوات,بابل,مختلطة,تنقيط,محسنة,يوريا (N),97.0,23.6,42.5,4336.0
ذرة,بابل,مختلطة,سيحي/غمر,عادية,يوريا (N),118.0,15.1,57.7,1221.0
فواكه,الموصل,مختلطة,تنقيط,عادية,يوريا (N),45.0,29.0,51.4,1652.0
شعير,بغداد,رملية,سيحي/غمر,محسنة,يوريا (N),20.0,24.8,49.5,529.0
شعير,النجف,رملية,رش محوري,عادية,عضوي,90.0,44.2,38.9,1252.0
فواكه,بغداد,طينية,سيحي/غمر,محسنة,عضوي,65.0,31.8,56.6,1729.0
تمور,الأنبار,طينية,رش محوري,عادية,مركب (NPK),58.0,22.5,70.6,2236.0
خضراوات,الموصل,رملية,رش محوري,عادية,داب (DAP),42.0,33.0,36.7,2969.0
رز,كربلاء,رملية,رش محوري,عادية,داب (DAP),32.0,39.7,70.0,641.0
ذرة,النجف,مختلطة,رش محوري,عادية,عضوي,58.0,22.2,40.0,926.0
حنطة,واسط,طينية,سيحي/غمر,عادية,عضوي,88.0,41.0,64.4,956.0
شعير,البصرة,مختلطة,تنقيط,محسنة,مركب (NPK),69.0,16.3,77.2,780.0
حنطة,البصرة,طينية,تنقيط,محسنة,داب (DAP),26.0,43.3,64.8,1296.0
شعير,الأنبار,مختلطة,تنقيط,محسنة,عضوي,68.0,22.5,20.4,1208.0
حنطة,الموصل,طينية,تنقيط,عادية,يوريا (N),98.0,40.5,25.0,1021.0
تمور,الموصل,مختلطة,تنقيط,محسنة,عضوي,26.0,35.0,71.0,1191.0
خضراوات,ديالى,رملية,رش محوري,عادية,داب (DAP),73.0,17.4,66.2,1352.0
شعير,الموصل,مختلطة,سيحي/غمر,عادية,داب (DAP),93.0,29.4,73.6,1108.0
حنطة,النجف,مختلطة,سيحي/غمر,محسنة,عضوي,21.0,30.5,47.1,1074.0
تمور,الأنبار,رملية,تنقيط,محسنة,عضوي,116.0,19.8,51.7,2146.0
رز,بغداد,رملية,تنقيط,محسنة,داب (DAP),55.0,36.7,34.5,1347.0
رز,كربلاء,رملية,سيحي/غمر,عادية,عضوي,94.0,34.0,41.4,1368.0
تمور,ديالى,رملية,رش محوري,محسنة,يوريا (N),112.0,15.9,37.0,1275.0
فواكه,البصرة,مختلطة,سيحي/غمر,عادية,داب (DAP),29.0,42.3,37.5,1108.0
تمور,كربلاء,رملية,تنقيط,محسنة,يوريا (N),117.0,27.1,45.8,2533.0
حنطة,النجف,مختلطة,رش محوري,عادية,داب (DAP),30.0,18.4,74.1,1076.0
تمور,البصرة,طينية,سيحي/غمر,محسنة,عضوي,75.0,24.2,56.4,1189.0
شعير,النجف,مختلطة,رش محوري,محسنة,عضوي,43.0,43.7,28.9,747.0
رز,ديالى,طينية,سيحي/غمر,عادية,يوريا (N),65.0,37.8,25.2,1125.0
خضراوات,بغداد,طينية,رش محوري,عادية,داب (DAP),22.0,33.1,53.5,1840.0
تمور,الموصل,مختلطة,سيحي/غمر,عادية,مركب (NPK),46.0,43.1,71.7,1170.0
حنطة,واسط,مختلطة,سيحي/غمر,محسنة,داب (DAP),66.0,22.9,51.5,961.0
فواكه,بابل,مختلطة,سيحي/غمر,عادية,مركب (NPK),25.0,23.7,21.7,1834.0
ذرة,البصرة,طينية,سيحي/غمر,محسنة,عضوي,100.0,24.8,44.2,1054.0
رز,بغداد,رملية,رش محوري,محسنة,عضوي,93.0,25.3,29.9,1861.0
شعير,واسط,مختلطة,سيحي/غمر,محسنة,داب (DAP),99.0,40.5,49.0,1390.0
شعير,بغداد,مختلطة,تنقيط,عادية,مركب (NPK),20.0,39.5,26.2,434.0
تمور,ميسان,مختلطة,سيحي/غمر,عادية,داب (DAP),115.0,37.8,65.3,2180.0
شعير,كربلاء,رملية,تنقيط,محسنة,يوريا (N),72.0,29.5,79.7,879.0
فواكه,الموصل,طينية,سيحي/غمر,محسنة,يوريا (N),31.0,38.1,42.2,2065.0
خضراوات,النجف,طينية,سيحي/غمر,عادية,مركب (NPK),40.0,39.6,24.3,1929.0
فواكه,الأنبار,مختلطة,سيحي/غمر,عادية,مركب (NPK),113.0,18.5,59.8,3274.0
ذرة,ديالى,مختلطة,رش محوري,محسنة,يوريا (N),72.0,25.4,47.1,1561.0
ذرة,واسط,رملية,تنقيط,محسنة,عضوي,88.0,32.0,32.1,1080.0
تمور,البصرة,رملية,تنقيط,عادية,يوريا (N),73.0,20.0,51.4,2192.0
تمور,ميسان,رملية,تنقيط,محسنة,عضوي,74.0,34.3,69.8,2227.0
خضراوات,الموصل,طينية,سيحي/غمر,محسنة,مركب (NPK),78.0,45.0,49.4,2293.0
تمور,بابل,مختلطة,تنقيط,عادية,مركب (NPK),93.0,23.7,78.1,2042.0
خضراوات,ميسان,مختلطة,رش محوري,عادية,داب (DAP),98.0,21.2,46.7,1814.0
حنطة,بغداد,مختلطة,سيحي/غمر,محسنة,داب (DAP),67.0,39.3,31.3,1325.0
فواكه,الموصل,رملية,تنقيط,محسنة,داب (DAP),60.0,23.9,35.5,2614.0
خضراوات,ديالى,مختلطة,تنقيط,محسنة,مركب (NPK),107.0,18.9,54.2,3811.0
خضراوات,البصرة,مختلطة,سيحي/غمر,عادية,يوريا (N),58.0,34.9,70.5,2678.0
ذرة,النجف,رملية,رش محوري,محسنة,يوريا (N),95.0,23.8,71.7,1529.0
خضراوات,النجف,مختلطة,رش محوري,عادية,داب (DAP),111.0,27.4,68.6,3123.0
تمور,ميسان,مختلطة,تنقيط,محسنة,مركب (NPK),21.0,43.8,22.3,1108.0
تمور,النجف,رملية,رش محوري,محسنة,داب (DAP),68.0,34.2,79.1,2054.0
فواكه,بغداد,طينية,سيحي/غمر,محسنة,عضوي,37.0,35.5,69.3,2674.0
شعير,واسط,مختلطة,رش محوري,محسنة,داب (DAP),117.0,32.1,53.6,1729.0
تمور,ميسان,مختلطة,سيحي/غمر,محسنة,مركب (NPK),115.0,26.1,68.3,2100.0
خضراوات,بغداد,مختلطة,تنقيط,محسنة,مركب (NPK),115.0,25.9,23.7,3210.0
تمور,البصرة,مختلطة,تنقيط,محسنة,عضوي,72.0,21.3,77.9,1607.0
خضراوات,ميسان,رملية,سيحي/غمر,عادية,يوريا (N),51.0,18.5,22.9,2517.0
رز,البصرة,مختلطة,سيحي/غمر,عادية,يوريا (N),111.0,17.9,28.5,751.0
فواكه,الموصل,طينية,رش محوري,عادية,يوريا (N),56.0,22.8,29.5,2219.0
ذرة,الموصل,رملية,تنقيط,عادية,يوريا (N),50.0,23.7,63.5,1184.0
رز,الموصل,طينية,رش محوري,عادية,مركب (NPK),118.0,27.7,74.7,1460.0
حنطة,الموصل,رملية,تنقيط,محسنة,يوريا (N),105.0,21.8,25.2,1003.0
فواكه,ديالى,رملية,تنقيط,عادية,عضوي,52.0,39.0,24.4,1541.0
حنطة,كربلاء,رملية,سيحي/غمر,محسنة,يوريا (N),37.0,17.3,65.6,265.0
شعير,الأنبار,رملية,رش محوري,عادية,مركب (NPK),57.0,37.8,69.0,1091.0
رز,ديالى,طينية,رش محوري,محسنة,مركب (NPK),85.0,27.4,60.0,1418.0
شعير,الموصل,طينية,تنقيط,محسنة,عضوي,29.0,37.4,74.8,999.0
تمور,الموصل,طينية,سيحي/غمر,محسنة,داب (DAP),102.0,42.3,24.8,1147.0
شعير,بابل,طينية,سيحي/غمر,عادية,يوريا (N),93.0,22.6,55.0,1210.0
فواكه,النجف,طينية,رش محوري,عادية,داب (DAP),61.0,20.0,37.5,2938.0
فواكه,الأنبار,مختلطة,رش محوري,محسنة,عضوي,108.0,22.0,51.5,2084.0
خضراوات,النجف,رملية,رش محوري,عادية,يوريا (N),44.0,44.4,65.6,2374.0
تمور,واسط,رملية,رش محوري,محسنة,داب (DAP),30.0,15.4,79.0,959.0
فواكه,كربلاء,طينية,تنقيط,عادية,عضوي,57.0,20.2,50.3,1726.0
خضراوات,كربلاء,طينية,سيحي/غمر,عادية,داب (DAP),118.0,42.0,53.1,1830.0
تمور,ميسان,طينية,رش محوري,محسنة,عضوي,96.0,41.8,68.6,1259.0
ذرة,الأنبار,رملية,تنقيط,عادية,داب (DAP),67.0,39.3,25.3,789.0
ذرة,بغداد,طينية,تنقيط,عادية,عضوي,117.0,41.4,22.9,1342.0
رز,كربلاء,طينية,رش محوري,عادية,داب (DAP),68.0,18.7,66.8,1505.0
ذرة,كربلاء,طينية,سيحي/غمر,محسنة,مركب (NPK),34.0,31.3,28.8,943.0
فواكه,كربلاء,مختلطة,رش محوري,عادية,يوريا (N),80.0,33.8,58.1,3508.0
تمور,كربلاء,مختلطة,سيحي/غمر,محسنة,عضوي,102.0,42.4,71.1,1213.0
ذرة,واسط,طينية,سيحي/غمر,محسنة,مركب (NPK),40.0,36.8,65.8,826.0
خضراوات,ديالى,رملية,سيحي/غمر,عادية,عضوي,74.0,30.2,40.6,2596.0
رز,بابل,رملية,رش محوري,عادية,عضوي,97.0,16.4,51.3,1966.0
رز,واسط,رملية,رش محوري,عادية,داب (DAP),47.0,43.4,68.2,1343.0
تمور,البصرة,مختلطة,رش محوري,محسنة,داب (DAP),100.0,28.7,74.5,1881.0
تمور,واسط,رملية,تنقيط,محسنة,يوريا (N),32.0,25.5,28.1,1205.0
حنطة,ميسان,مختلطة,رش محوري,محسنة,مركب (NPK),68.0,28.8,49.6,829.0
ذرة,واسط,مختلطة,رش محوري,عادية,مركب (NPK),51.0,39.6,78.8,544.0
تمور,بابل,مختلطة,رش محوري,محسنة,مركب (NPK),110.0,26.9,56.3,1968.0
ذرة,واسط,رملية,سيحي/غمر,عادية,مركب (NPK),69.0,41.6,72.2,622.0
خضراوات,الموصل,رملية,رش محوري,عادية,يوريا (N),69.0,21.3,39.6,3539.0
ذرة,الأنبار,مختلطة,تنقيط,محسنة,داب (DAP),59.0,26.4,65.7,854.0
خضراوات,الأنبار,طينية,سيحي/غمر,محسنة,عضوي,102.0,18.1,63.6,2077.0
شعير,ديالى,مختلطة,تنقيط,محسنة,يوريا (N),83.0,27.7,67.2,1188.0
شعير,الموصل,طينية,سيحي/غمر,محسنة,داب (DAP),116.0,40.9,47.2,1515.0
ذرة,الموصل,طينية,تنقيط,محسنة,يوريا (N),79.0,15.6,30.6,1417.0
شعير,النجف,طينية,سيحي/غمر,محسنة,داب (DAP),26.0,44.9,51.7,803.0
رز,الأنبار,طينية,سيحي/غمر,عادية,داب (DAP),68.0,20.4,74.2,1559.0
خضراوات,ديالى,طينية,تنقيط,عادية,مركب (NPK),89.0,22.7,20.4,3775.0
خضراوات,النجف,مختلطة,سيحي/غمر,عادية,داب (DAP),85.0,28.0,65.9,1990.0
حنطة,الأنبار,مختلطة,سيحي/غمر,عادية,داب (DAP),38.0,24.8,22.0,1155.0
تمور,كربلاء,طينية,تنقيط,عادية,عضوي,48.0,38.9,63.8,1263.0
خضراوات,بغداد,مختلطة,رش محوري,محسنة,عضوي,107.0,29.4,74.9,3167.0
حنطة,الموصل,طينية,تنقيط,محسنة,مركب (NPK),119.0,39.7,51.9,1392.0
تمور,كربلاء,طينية,سيحي/غمر,عادية,مركب (NPK),117.0,25.4,52.8,2145.0
فواكه,النجف,رملية,تنقيط,عادية,عضوي,23.0,27.5,70.9,2477.0
حنطة,الأنبار,طينية,تنقيط,محسنة,عضوي,50.0,39.6,60.5,896.0
تمور,ديالى,رملية,سيحي/غمر,محسنة,عضوي,62.0,15.4,30.4,1292.0
فواكه,النجف,مختلطة,تنقيط,عادية,يوريا (N),23.0,32.1,28.2,1530.0
تمور,كربلاء,رملية,تنقيط,عادية,يوريا (N),66.0,24.7,26.4,2026.0
تمور,واسط,رملية,رش محوري,عادية,عضوي,116.0,16.0,61.4,2027.0
ذرة,ميسان,طينية,رش محوري,محسنة,داب (DAP),69.0,44.2,51.2,1107.0
ذرة,الموصل,طينية,تنقيط,عادية,داب (DAP),70.0,42.9,48.3,1020.0
رز,واسط,طينية,سيحي/غمر,محسنة,مركب (NPK),96.0,32.3,79.8,1678.0
تمور,كربلاء,مختلطة,رش محوري,عادية,يوريا (N),80.0,42.7,77.6,1313.0
فواكه,ميسان,طينية,تنقيط,عادية,مركب (NPK),90.0,31.6,21.4,2906.0
حنطة,واسط,طينية,سيحي/غمر,محسنة,عضوي,109.0,24.2,77.2,986.0
رز,الأنبار,مختلطة,سيحي/غمر,عادية,داب (DAP),20.0,20.8,58.2,1243.0
فواكه,ديالى,رملية,تنقيط,عادية,عضوي,79.0,37.6,49.4,3945.0
خضراوات,الموصل,رملية,رش محوري,محسنة,عضوي,28.0,37.2,57.7,1811.0
تمور,بابل,طينية,تنقيط,عادية,مركب (NPK),80.0,19.6,21.6,2360.0
حنطة,ديالى,رملية,تنقيط,عادية,داب (DAP),82.0,22.1,46.5,1820.0
رز,بابل,رملية,تنقيط,عادية,يوريا (N),108.0,25.3,29.5,1724.0
رز,النجف,طينية,تنقيط,عادية,عضوي,23.0,37.9,70.2,994.0
فواكه,بابل,طينية,تنقيط,محسنة,عضوي,102.0,38.8,27.6,2645.0
ذرة,الأنبار,طينية,تنقيط,عادية,مركب (NPK),72.0,30.9,50.8,1407.0
ذرة,الأنبار,مختلطة,سيحي/غمر,محسنة,داب (DAP),36.0,39.0,74.7,607.0
شعير,بابل,رملية,سيحي/غمر,محسنة,داب (DAP),78.0,43.8,64.0,641.0
فواكه,البصرة,رملية,رش محوري,عادية,مركب (NPK),94.0,22.5,59.6,1883.0
ذرة,واسط,رملية,سيحي/غمر,عادية,يوريا (N),87.0,42.2,51.3,1179.0
فواكه,الأنبار,رملية,تنقيط,محسنة,عضوي,77.0,27.7,44.0,2942.0
شعير,الموصل,طينية,سيحي/غمر,عادية,يوريا (N),112.0,27.3,23.9,1376.0
فواكه,كربلاء,طينية,سيحي/غمر,محسنة,يوريا (N),75.0,24.1,59.9,2161.0
تمور,واسط,رملية,تنقيط,محسنة,مركب (NPK),76.0,39.5,69.9,1436.0
حنطة,بغداد,رملية,سيحي/غمر,محسنة,داب (DAP),43.0,26.6,23.4,1026.0
شعير,الأنبار,رملية,رش محوري,محسنة,يوريا (N),90.0,36.3,68.4,1140.0
ذرة,واسط,رملية,تنقيط,عادية,عضوي,25.0,42.9,28.2,744.0
شعير,كربلاء,مختلطة,رش محوري,عادية,داب (DAP),111.0,38.6,23.0,1154.0
رز,البصرة,طينية,تنقيط,عادية,يوريا (N),22.0,43.5,75.2,774.0
ذرة,كربلاء,رملية,سيحي/غمر,محسنة,عضوي,33.0,21.0,58.0,632.0
رز,بابل,مختلطة,رش محوري,عادية,عضوي,57.0,37.9,78.9,1200.0
خضراوات,البصرة,طينية,سيحي/غمر,محسنة,داب (DAP),30.0,17.3,63.4,1019.0
خضراوات,الموصل,رملية,تنقيط,محسنة,عضوي,58.0,40.0,75.1,2754.0
